OrderKey,OrderId,StoreId,CustomerId,CustomerIp,OrderStatusId,CreatedOnUtc,OrderSubTotalExclTax,OrderSubTotalInclTax,OrderTotal,OrderItemId,ProductId,Quantity,UnitPriceInclTax,UnitPriceExclTax,IsPickupInstore
4061,2312,5,24521452,104.158.161.226,30,2022-03-24 22:06:41.123,85.17,96.24,96.24,4259,15764,1,13.54,11.98,True
4062,2313,15,24523235,99.253.65.172,30,2022-03-24 22:12:37.303,19.98,22.58,22.58,4260,15702,2,11.29,9.99,True
4063,2314,15,14805284,76.64.78.189,30,2022-03-24 23:03:00.600,15.48,17.23,17.23,4261,15702,1,15.23,13.48,True
4064,2315,5,13908875,72.137.106.9,30,2022-03-25 01:12:25.177,33.47,37.82,37.82,4262,15753,2,13.55,11.99,True
4065,2315,5,13908875,72.137.106.9,30,2022-03-25 01:12:25.177,33.47,37.82,37.82,4263,15780,1,10.72,9.49,True
4066,2316,5,24560794,199.212.250.156,30,2022-03-25 16:06:26.717,43.97,49.43,49.43,4264,15761,3,15.81,13.99,True
4067,2317,5,24560850,192.158.226.15,30,2022-03-25 16:08:53.443,6.99,7.9,7.9,4265,15788,1,7.9,6.99,True
4068,2318,4,21748990,174.119.31.135,30,2022-03-25 18:50:41.743,0.0,0.0,6.5,4266,15808,1,0.0,0.0,False
4069,2318,4,21748990,174.119.31.135,30,2022-03-25 18:50:41.743,0.0,0.0,6.5,4267,12424,1,0.0,0.0,False
4070,2319,10,24612815,99.250.0.72,30,2022-03-26 17:13:26.897,81.92,92.31,92.31,4268,12276,3,10.16,8.99,True
4071,2319,10,24612815,99.250.0.72,30,2022-03-26 17:13:26.897,81.92,92.31,92.31,4269,12318,3,10.16,8.99,True
4072,2319,10,24612815,99.250.0.72,30,2022-03-26 17:13:26.897,81.92,92.31,92.31,4270,12316,2,10.16,8.99,True
4073,2319,10,24612815,99.250.0.72,30,2022-03-26 17:13:26.897,81.92,92.31,92.31,4271,12263,8,1.13,1.0,True
4074,2320,4,24615485,199.7.156.252,30,2022-03-26 19:41:02.980,0.0,0.0,11.4,4272,12431,1,0.0,0.0,False
4075,2321,5,24655960,99.255.58.99,30,2022-03-27 20:16:14.700,37.97,42.91,42.91,4273,15788,1,15.24,13.49,True
4076,2321,5,24655960,99.255.58.99,30,2022-03-27 20:16:14.700,37.97,42.91,42.91,4274,15788,1,15.24,13.49,True
4077,2321,5,24655960,99.255.58.99,30,2022-03-27 20:16:14.700,37.97,42.91,42.91,4275,15760,1,12.42,10.99,True
4078,2322,5,24662235,173.33.219.252,30,2022-03-27 23:11:54.790,27.47,31.04,31.04,4276,15788,1,15.24,13.49,True
4079,2322,5,24662235,173.33.219.252,30,2022-03-27 23:11:54.790,27.47,31.04,31.04,4277,15788,2,7.9,6.99,True
4080,2323,4,19466973,174.119.31.135,30,2022-03-28 20:25:33.483,0.0,0.0,6.5,4278,15808,1,0.0,0.0,False
4081,2323,4,19466973,174.119.31.135,30,2022-03-28 20:25:33.483,0.0,0.0,6.5,4279,12424,1,0.0,0.0,False
4082,2324,4,24698801,76.69.37.192,30,2022-03-28 21:05:51.270,0.0,0.0,7.16,4280,12422,1,0.0,0.0,False
4083,2325,4,24698810,76.69.37.192,30,2022-03-28 21:07:25.167,0.0,0.0,7.0,4281,12422,1,0.0,0.0,False
4084,2326,15,24699001,72.136.113.171,30,2022-03-28 22:56:38.080,22.48,25.4,25.4,4282,15703,1,10.72,9.49,True
4085,2326,15,24699001,72.136.113.171,30,2022-03-28 22:56:38.080,22.48,25.4,25.4,4283,15713,1,14.68,12.99,True
4086,2327,5,24703334,50.101.146.2,30,2022-03-28 23:44:59.740,32.48,36.44,36.44,4284,15784,1,19.2,16.99,True
4087,2327,5,24703334,50.101.146.2,30,2022-03-28 23:44:59.740,32.48,36.44,36.44,4285,15788,1,15.24,13.49,True
4088,2328,15,24704000,72.140.49.222,30,2022-03-28 23:54:01.203,23.98,27.1,27.1,4286,15691,1,14.68,12.99,True
4089,2328,15,24704000,72.140.49.222,30,2022-03-28 23:54:01.203,23.98,27.1,27.1,4287,15702,1,12.42,10.99,True
4090,2329,15,24704246,72.137.115.212,30,2022-03-29 00:00:21.150,25.97,29.35,29.35,4288,15680,1,4.51,3.99,True
4091,2329,15,24704246,72.137.115.212,30,2022-03-29 00:00:21.150,25.97,29.35,29.35,4289,15727,1,11.85,10.49,True
4092,2329,15,24704246,72.137.115.212,30,2022-03-29 00:00:21.150,25.97,29.35,29.35,4290,15741,1,12.98,11.49,True
4093,2330,4,19523717,70.26.149.56,30,2022-03-29 14:44:14.827,0.0,0.0,7.0,4291,12429,1,0.0,0.0,False
4094,2331,4,24737566,99.255.66.122,30,2022-03-29 18:53:01.513,0.0,0.0,11.04,4292,12425,1,0.0,0.0,False
4095,2332,4,24730855,70.26.149.56,30,2022-03-29 21:16:16.170,0.0,0.0,7.0,4293,12429,1,0.0,0.0,False
4096,2333,15,24745903,23.233.103.71,30,2022-03-29 23:29:55.183,7.99,9.03,9.03,4294,15703,1,9.03,7.99,True
4097,2334,15,24770424,142.181.123.219,30,2022-03-30 14:25:19.590,9.99,11.29,11.29,4295,15702,1,11.29,9.99,True
4098,2335,5,24770623,192.237.29.254,30,2022-03-30 14:37:45.823,40.96,46.28,46.28,4296,15764,2,9.03,7.99,True
4099,2335,5,24770623,192.237.29.254,30,2022-03-30 14:37:45.823,40.96,46.28,46.28,4297,15767,2,14.11,12.49,True
4100,2336,4,20684732,99.255.66.122,30,2022-03-30 16:56:35.490,0.0,0.0,7.02,4298,12425,1,0.0,0.0,False
4101,2337,15,24776862,107.179.199.36,30,2022-03-30 20:09:17.340,39.97,44.91,44.91,4299,15700,1,18.07,15.99,True
4102,2337,15,24776862,107.179.199.36,30,2022-03-30 20:09:17.340,39.97,44.91,44.91,4300,15702,1,11.29,9.99,True
4103,2337,15,24776862,107.179.199.36,30,2022-03-30 20:09:17.340,39.97,44.91,44.91,4301,15691,1,13.55,11.99,True
4104,2338,4,24778522,174.119.31.135,30,2022-03-30 20:30:41.013,0.0,0.0,6.5,4302,15808,1,0.0,0.0,False
4105,2338,4,24778522,174.119.31.135,30,2022-03-30 20:30:41.013,0.0,0.0,6.5,4303,12424,1,0.0,0.0,False
4106,2339,4,20396918,70.26.149.56,30,2022-03-30 21:35:48.633,0.0,0.0,7.0,4304,12429,1,0.0,0.0,False
4107,2340,5,24780997,99.255.90.101,30,2022-03-30 22:52:19.643,30.23,34.16,34.16,4305,15763,1,11.29,9.99,True
4108,2340,5,24780997,99.255.90.101,30,2022-03-30 22:52:19.643,30.23,34.16,34.16,4306,15792,1,9.89,8.75,True
4109,2340,5,24780997,99.255.90.101,30,2022-03-30 22:52:19.643,30.23,34.16,34.16,4307,15763,1,12.98,11.49,True
4110,2341,5,24780968,72.140.155.234,30,2022-03-30 22:57:34.440,13.98,15.8,15.8,4308,15764,1,15.8,13.98,True
4111,2342,4,19669331,173.33.25.170,30,2022-03-31 00:00:06.980,0.0,0.0,7.34,4309,12431,1,0.0,0.0,False
4112,2343,4,19325255,174.119.31.135,30,2022-03-31 17:46:38.320,0.0,0.0,6.5,4310,15808,1,0.0,0.0,False
4113,2343,4,19325255,174.119.31.135,30,2022-03-31 17:46:38.320,0.0,0.0,6.5,4311,12424,1,0.0,0.0,False
4114,2344,4,19211040,174.119.31.135,40,2022-03-31 17:55:02.530,0.0,0.0,6.5,4312,15808,1,0.0,0.0,False
4115,2344,4,19211040,174.119.31.135,40,2022-03-31 17:55:02.530,0.0,0.0,6.5,4313,12424,1,0.0,0.0,False
4116,2345,4,20235521,174.119.31.135,30,2022-03-31 18:47:18.547,0.0,0.0,5.85,4314,15808,1,0.0,0.0,False
4117,2345,4,20235521,174.119.31.135,30,2022-03-31 18:47:18.547,0.0,0.0,5.85,4315,12424,1,0.0,0.0,False
4118,2346,4,19211040,174.119.31.135,30,2022-03-31 19:14:02.110,0.0,0.0,5.85,4316,15808,1,0.0,0.0,False
4119,2346,4,19211040,174.119.31.135,30,2022-03-31 19:14:02.110,0.0,0.0,5.85,4317,12424,1,0.0,0.0,False
4120,2347,4,24811315,173.33.25.170,30,2022-03-31 21:39:03.583,0.0,0.0,7.56,4318,15808,1,0.0,0.0,False
4121,2347,4,24811315,173.33.25.170,30,2022-03-31 21:39:03.583,0.0,0.0,7.56,4319,12424,1,0.0,0.0,False
4122,2348,10,24808799,72.136.117.134,30,2022-03-31 21:42:58.920,16.99,18.94,18.94,4320,12258,1,13.55,11.99,True
4123,2348,10,24808799,72.136.117.134,30,2022-03-31 21:42:58.920,16.99,18.94,18.94,4321,12263,3,1.13,1.0,True
4124,2349,15,24817880,99.253.171.122,30,2022-04-01 01:40:48.993,36.96,41.11,41.11,4322,15703,1,9.03,7.99,True
4125,2349,15,24817880,99.253.171.122,30,2022-04-01 01:40:48.993,36.96,41.11,41.11,4323,15703,1,9.03,7.99,True
4126,2349,15,24817880,99.253.171.122,30,2022-04-01 01:40:48.993,36.96,41.11,41.11,4324,15703,2,9.03,7.99,True
4127,2350,4,19679811,70.26.149.56,30,2022-04-01 14:23:57.270,0.0,0.0,7.0,4325,12429,1,0.0,0.0,False
4128,2351,4,20636952,70.26.149.56,30,2022-04-01 14:24:15.950,0.0,0.0,7.0,4326,12429,1,0.0,0.0,False
4129,2352,10,24818332,184.148.28.42,30,2022-04-01 15:52:37.027,11.99,13.55,13.55,4327,12301,1,13.55,11.99,True
4130,2353,4,19139454,99.255.66.122,30,2022-04-01 18:39:25.007,0.0,0.0,7.0,4328,12425,1,0.0,0.0,False
4131,2354,4,24111117,174.119.31.135,30,2022-04-01 18:48:47.073,0.0,0.0,6.5,4329,15808,1,0.0,0.0,False
4132,2354,4,24111117,174.119.31.135,30,2022-04-01 18:48:47.073,0.0,0.0,6.5,4330,12424,1,0.0,0.0,False
4133,2355,15,24840129,192.139.152.150,30,2022-04-01 20:09:04.520,31.96,35.85,35.85,4331,15702,1,16.93,14.98,True
4134,2355,15,24840129,192.139.152.150,30,2022-04-01 20:09:04.520,31.96,35.85,35.85,4332,15724,1,16.93,14.98,True
4135,2356,5,24845537,99.255.56.57,30,2022-04-01 23:51:06.857,41.46,46.85,46.85,4333,15763,1,11.29,9.99,True
4136,2356,5,24845537,99.255.56.57,30,2022-04-01 23:51:06.857,41.46,46.85,46.85,4334,15763,1,11.29,9.99,True
4137,2356,5,24845537,99.255.56.57,30,2022-04-01 23:51:06.857,41.46,46.85,46.85,4335,15764,1,9.03,7.99,True
4138,2356,5,24845537,99.255.56.57,30,2022-04-01 23:51:06.857,41.46,46.85,46.85,4336,15788,1,15.24,13.49,True
4139,2357,5,24885976,99.255.18.95,30,2022-04-02 20:47:40.253,13.99,15.81,15.81,4337,15760,1,15.81,13.99,True
4140,2358,5,24842008,173.32.96.250,30,2022-04-02 22:09:04.220,59.72,67.48,67.48,4338,15760,1,17.79,15.74,True
4141,2358,5,24842008,173.32.96.250,30,2022-04-02 22:09:04.220,59.72,67.48,67.48,4339,15760,1,16.66,14.74,True
4142,2358,5,24842008,173.32.96.250,30,2022-04-02 22:09:04.220,59.72,67.48,67.48,4340,15774,1,15.53,13.74,True
4143,2358,5,24842008,173.32.96.250,30,2022-04-02 22:09:04.220,59.72,67.48,67.48,4341,15778,2,8.76,7.75,True
4144,2359,5,24888633,99.255.80.4,30,2022-04-02 22:21:47.813,53.95,60.96,60.96,4342,15788,1,7.9,6.99,True
4145,2359,5,24888633,99.255.80.4,30,2022-04-02 22:21:47.813,53.95,60.96,60.96,4343,15788,3,11.85,10.49,True
4146,2359,5,24888633,99.255.80.4,30,2022-04-02 22:21:47.813,53.95,60.96,60.96,4344,15761,1,17.5,15.49,True
4147,2360,10,24890320,74.119.146.74,30,2022-04-02 23:14:01.523,31.99,36.15,36.15,4345,12262,1,36.15,31.99,True
4148,2361,15,24890133,209.204.205.253,30,2022-04-02 23:21:41.813,45.86,51.82,51.82,4346,15691,1,19.19,16.98,True
4149,2361,15,24890133,209.204.205.253,30,2022-04-02 23:21:41.813,45.86,51.82,51.82,4347,15690,1,13.83,12.24,True
4150,2361,15,24890133,209.204.205.253,30,2022-04-02 23:21:41.813,45.86,51.82,51.82,4348,15704,1,18.8,16.64,True
4151,2362,5,7934570,216.209.123.128,30,2022-04-04 00:52:05.367,33.46,37.81,37.81,4349,15752,1,18.06,15.98,True
4152,2362,5,7934570,216.209.123.128,30,2022-04-04 00:52:05.367,33.46,37.81,37.81,4350,15763,1,19.75,17.48,True
4153,2363,5,23265878,99.255.59.75,30,2022-04-04 01:12:27.183,13.48,15.23,15.23,4351,15776,1,15.23,13.48,True
4154,2364,4,24997214,76.69.37.192,30,2022-04-04 18:53:24.663,0.0,0.0,7.07,4352,12422,1,0.0,0.0,False
4155,2365,4,24997464,76.69.37.192,30,2022-04-04 18:55:54.057,0.0,0.0,7.0,4353,12422,1,0.0,0.0,False
4156,2366,4,19466973,174.119.31.135,30,2022-04-04 19:49:36.460,0.0,0.0,6.5,4354,15808,1,0.0,0.0,False
4157,2366,4,19466973,174.119.31.135,30,2022-04-04 19:49:36.460,0.0,0.0,6.5,4355,12424,1,0.0,0.0,False
4158,2367,10,25001374,45.58.217.204,30,2022-04-04 21:23:21.857,27.99,31.63,31.63,4356,12278,1,9.04,8.0,True
4159,2367,10,25001374,45.58.217.204,30,2022-04-04 21:23:21.857,27.99,31.63,31.63,4357,12312,2,4.52,4.0,True
4160,2367,10,25001374,45.58.217.204,30,2022-04-04 21:23:21.857,27.99,31.63,31.63,4358,12301,1,13.55,11.99,True
4161,2368,10,25048663,99.255.30.74,30,2022-04-05 22:53:59.293,12.0,13.56,13.56,4359,12270,6,2.26,2.0,True
4162,2369,10,25049298,72.136.104.246,30,2022-04-05 23:04:51.867,15.0,16.69,16.69,4360,12280,2,7.35,6.5,False
4163,2370,15,25049916,72.143.205.226,30,2022-04-05 23:25:30.990,30.47,34.17,34.17,4361,15727,1,11.85,10.49,True
4164,2370,15,25049916,72.143.205.226,30,2022-04-05 23:25:30.990,30.47,34.17,34.17,4362,15702,1,11.29,9.99,True
4165,2370,15,25049916,72.143.205.226,30,2022-04-05 23:25:30.990,30.47,34.17,34.17,4363,15703,1,9.03,7.99,True
4166,2371,5,25097547,184.151.37.10,30,2022-04-06 16:03:30.877,14.23,16.08,16.08,4364,15772,1,12.7,11.24,True
4167,2371,5,25097547,184.151.37.10,30,2022-04-06 16:03:30.877,14.23,16.08,16.08,4365,15797,1,3.38,2.99,True
4168,2372,4,19139454,99.255.66.122,30,2022-04-06 16:04:20.777,0.0,0.0,7.0,4366,12425,1,0.0,0.0,False
4169,2373,4,19139578,99.255.66.122,30,2022-04-06 16:10:26.843,0.0,0.0,7.0,4367,12425,1,0.0,0.0,False
4170,2374,4,20902229,174.119.31.135,30,2022-04-06 21:19:28.090,0.0,0.0,6.5,4368,15808,1,0.0,0.0,False
4171,2374,4,20902229,174.119.31.135,30,2022-04-06 21:19:28.090,0.0,0.0,6.5,4369,12424,1,0.0,0.0,False
4172,2375,15,25115789,67.69.69.177,30,2022-04-06 22:35:03.280,40.96,45.63,45.63,4370,15702,1,11.29,9.99,True
4173,2375,15,25115789,67.69.69.177,30,2022-04-06 22:35:03.280,40.96,45.63,45.63,4371,15727,1,15.24,13.49,True
4174,2375,15,25115789,67.69.69.177,30,2022-04-06 22:35:03.280,40.96,45.63,45.63,4372,15715,1,14.1,12.48,True
4175,2376,5,25116657,142.114.253.131,30,2022-04-06 22:35:23.337,47.94,54.17,54.17,4373,15764,6,9.03,7.99,True
4176,2377,5,25121855,72.136.73.222,30,2022-04-07 00:32:09.563,20.98,23.45,23.45,4374,15764,2,10.72,9.49,True
4177,2378,4,20636952,70.26.149.56,30,2022-04-07 16:05:05.033,0.0,0.0,7.0,4375,12429,1,0.0,0.0,False
4178,2379,4,19457818,70.26.149.56,30,2022-04-07 18:40:04.843,0.0,0.0,7.0,4376,12429,1,0.0,0.0,False
4179,2380,4,19211040,174.119.31.135,30,2022-04-07 19:05:52.210,0.0,0.0,6.5,4377,15808,1,0.0,0.0,False
4180,2380,4,19211040,174.119.31.135,30,2022-04-07 19:05:52.210,0.0,0.0,6.5,4378,12424,1,0.0,0.0,False
4181,2381,15,25170821,99.253.121.85,30,2022-04-07 21:15:47.437,27.98,31.62,31.62,4379,15700,1,15.81,13.99,True
4182,2381,15,25170821,99.253.121.85,30,2022-04-07 21:15:47.437,27.98,31.62,31.62,4380,15700,1,15.81,13.99,True
4183,2382,5,25187627,99.255.92.159,30,2022-04-08 02:31:04.793,63.11,71.05,71.05,4381,15744,1,15.79,13.97,True
4184,2382,5,25187627,99.255.92.159,30,2022-04-08 02:31:04.793,63.11,71.05,71.05,4382,15769,1,10.94,9.68,True
4185,2382,5,25187627,99.255.92.159,30,2022-04-08 02:31:04.793,63.11,71.05,71.05,4383,15767,1,18.62,16.48,True
4186,2382,5,25187627,99.255.92.159,30,2022-04-08 02:31:04.793,63.11,71.05,71.05,4384,15770,1,14.68,12.99,True
4187,2382,5,25187627,99.255.92.159,30,2022-04-08 02:31:04.793,63.11,71.05,71.05,4385,15789,1,9.03,7.99,True
4188,2383,4,19466958,174.119.31.135,30,2022-04-08 19:28:37.640,0.0,0.0,6.5,4386,15808,1,0.0,0.0,False
4189,2383,4,19466958,174.119.31.135,30,2022-04-08 19:28:37.640,0.0,0.0,6.5,4387,12424,1,0.0,0.0,False
4190,2384,4,25213891,174.119.31.135,30,2022-04-08 19:31:16.220,0.0,0.0,6.5,4388,15808,1,0.0,0.0,False
4191,2384,4,25213891,174.119.31.135,30,2022-04-08 19:31:16.220,0.0,0.0,6.5,4389,12424,1,0.0,0.0,False
4192,2385,4,21748990,174.119.31.135,30,2022-04-08 19:43:23.343,0.0,0.0,5.85,4390,15808,1,0.0,0.0,False
4193,2385,4,21748990,174.119.31.135,30,2022-04-08 19:43:23.343,0.0,0.0,5.85,4391,12424,1,0.0,0.0,False
4194,2386,4,21748990,174.119.31.135,30,2022-04-08 19:43:53.600,0.0,0.0,5.85,4392,15808,1,0.0,0.0,False
4195,2386,4,21748990,174.119.31.135,30,2022-04-08 19:43:53.600,0.0,0.0,5.85,4393,12424,1,0.0,0.0,False
4196,2387,4,20860516,174.119.31.135,30,2022-04-08 20:14:53.477,0.0,0.0,5.85,4394,15808,1,0.0,0.0,False
4197,2387,4,20860516,174.119.31.135,30,2022-04-08 20:14:53.477,0.0,0.0,5.85,4395,12424,1,0.0,0.0,False
4198,2388,15,25215108,99.253.104.164,30,2022-04-08 20:49:42.350,34.47,38.3,38.3,4396,15727,1,11.85,10.49,True
4199,2388,15,25215108,99.253.104.164,30,2022-04-08 20:49:42.350,34.47,38.3,38.3,4397,15702,1,12.42,10.99,True
4200,2388,15,25215108,99.253.104.164,30,2022-04-08 20:49:42.350,34.47,38.3,38.3,4398,15703,1,9.03,7.99,True
4201,2389,5,24886149,72.137.41.77,30,2022-04-08 22:17:38.927,24.73,27.94,27.94,4399,15784,1,20.05,17.74,True
4202,2389,5,24886149,72.137.41.77,30,2022-04-08 22:17:38.927,24.73,27.94,27.94,4400,15788,1,7.9,6.99,True
4203,2390,10,25220309,99.250.13.17,30,2022-04-08 22:59:03.550,8.0,9.04,9.04,4401,12278,1,9.04,8.0,True
4204,2391,15,25268881,99.253.65.172,30,2022-04-09 18:00:02.840,19.98,22.58,22.58,4402,15702,1,11.29,9.99,True
4205,2391,15,25268881,99.253.65.172,30,2022-04-09 18:00:02.840,19.98,22.58,22.58,4403,15702,1,11.29,9.99,True
4206,2392,10,25270851,104.28.133.27,30,2022-04-09 19:36:50.273,101.94,114.93,114.93,4404,12262,2,36.15,31.99,True
4207,2392,10,25270851,104.28.133.27,30,2022-04-09 19:36:50.273,101.94,114.93,114.93,4405,12296,4,10.16,8.99,True
4208,2393,5,22587945,99.255.64.225,30,2022-04-10 23:02:20.380,52.2,58.99,58.99,4406,15791,1,9.03,7.99,True
4209,2393,5,22587945,99.255.64.225,30,2022-04-10 23:02:20.380,52.2,58.99,58.99,4407,15753,1,20.88,18.48,True
4210,2393,5,22587945,99.255.64.225,30,2022-04-10 23:02:20.380,52.2,58.99,58.99,4408,15764,1,10.72,9.49,True
4211,2393,5,22587945,99.255.64.225,30,2022-04-10 23:02:20.380,52.2,58.99,58.99,4409,15778,1,6.5,5.75,True
4212,2393,5,22587945,99.255.64.225,30,2022-04-10 23:02:20.380,52.2,58.99,58.99,4410,15780,1,11.85,10.49,True
4213,2394,5,7934570,216.209.123.128,30,2022-04-11 00:27:38.120,29.96,33.59,33.59,4411,15764,1,13.54,11.98,True
4214,2394,5,7934570,216.209.123.128,30,2022-04-11 00:27:38.120,29.96,33.59,33.59,4412,15763,1,18.06,15.98,True
4215,2395,5,25387592,184.151.37.12,30,2022-04-11 18:39:22.440,18.98,21.45,21.45,4413,15766,1,10.72,9.49,True
4216,2395,5,25387592,184.151.37.12,30,2022-04-11 18:39:22.440,18.98,21.45,21.45,4414,15766,1,10.72,9.49,True
4217,2396,4,25390765,76.69.37.192,30,2022-04-11 19:55:14.353,0.0,0.0,7.0,4415,12422,1,0.0,0.0,False
4218,2397,4,25390877,76.69.37.192,30,2022-04-11 19:56:54.117,0.0,0.0,7.0,4416,12422,1,0.0,0.0,False
4219,2398,4,25390929,76.69.37.192,30,2022-04-11 19:58:03.553,0.0,0.0,6.3,4417,12422,1,0.0,0.0,False
4220,2399,4,22256937,174.119.31.135,40,2022-04-11 20:26:01.577,0.0,0.0,6.5,4418,15808,1,0.0,0.0,False
4221,2399,4,22256937,174.119.31.135,40,2022-04-11 20:26:01.577,0.0,0.0,6.5,4419,12424,1,0.0,0.0,False
4222,2400,15,25394855,99.253.109.66,30,2022-04-11 21:38:04.620,19.48,21.75,21.75,4420,15682,1,7.9,6.99,True
4223,2400,15,25394855,99.253.109.66,30,2022-04-11 21:38:04.620,19.48,21.75,21.75,4421,15727,1,11.85,10.49,True
4224,2401,4,19523717,70.26.149.56,30,2022-04-12 16:30:22.333,0.0,0.0,7.0,4422,12429,1,0.0,0.0,False
4225,2402,15,24745903,23.233.103.71,30,2022-04-12 21:14:55.823,15.98,18.06,18.06,4423,15703,1,9.03,7.99,True
4226,2402,15,24745903,23.233.103.71,30,2022-04-12 21:14:55.823,15.98,18.06,18.06,4424,15703,1,9.03,7.99,True
4227,2403,4,19211040,174.119.31.135,30,2022-04-12 22:00:32.247,0.0,0.0,6.5,4425,15808,1,0.0,0.0,False
4228,2403,4,19211040,174.119.31.135,30,2022-04-12 22:00:32.247,0.0,0.0,6.5,4426,12424,1,0.0,0.0,False
4229,2404,4,25443011,174.119.31.135,30,2022-04-12 22:01:45.583,0.0,0.0,6.5,4427,15808,1,0.0,0.0,False
4230,2404,4,25443011,174.119.31.135,30,2022-04-12 22:01:45.583,0.0,0.0,6.5,4428,12424,1,0.0,0.0,False
4231,2405,4,25443040,174.119.31.135,30,2022-04-12 22:02:21.733,0.0,0.0,5.85,4429,15808,1,0.0,0.0,False
4232,2405,4,25443040,174.119.31.135,30,2022-04-12 22:02:21.733,0.0,0.0,5.85,4430,12424,1,0.0,0.0,False
4233,2406,10,25443623,184.145.83.167,30,2022-04-12 23:15:01.093,12.5,14.12,14.12,4431,12280,1,7.35,6.5,True
4234,2406,10,25443623,184.145.83.167,30,2022-04-12 23:15:01.093,12.5,14.12,14.12,4432,12266,1,4.52,4.0,True
4235,2406,10,25443623,184.145.83.167,30,2022-04-12 23:15:01.093,12.5,14.12,14.12,4433,12319,1,2.26,2.0,True
4236,2407,10,25001374,99.255.114.214,30,2022-04-12 23:21:02.823,23.5,26.56,26.56,4434,12321,2,1.98,1.75,True
4237,2407,10,25001374,99.255.114.214,30,2022-04-12 23:21:02.823,23.5,26.56,26.56,4435,12280,2,7.35,6.5,True
4238,2407,10,25001374,99.255.114.214,30,2022-04-12 23:21:02.823,23.5,26.56,26.56,4436,12284,4,1.98,1.75,True
4239,2408,15,25486529,72.142.134.194,30,2022-04-13 16:04:01.390,12.49,13.85,13.85,4437,15727,1,11.85,10.49,True
4240,2409,10,25488290,72.140.57.31,30,2022-04-13 16:50:01.497,6.5,7.34,7.34,4438,12280,1,7.35,6.5,False
4241,2410,4,20942726,174.119.31.135,30,2022-04-14 15:16:47.817,0.0,0.0,6.5,4439,15808,1,0.0,0.0,False
4242,2410,4,20942726,174.119.31.135,30,2022-04-14 15:16:47.817,0.0,0.0,6.5,4440,12424,1,0.0,0.0,False
4243,2411,4,20892115,70.26.149.56,30,2022-04-14 15:26:11.423,0.0,0.0,21.23,4441,12429,1,0.0,0.0,False
4244,2412,4,19679811,70.26.149.56,30,2022-04-14 15:26:35.533,0.0,0.0,7.0,4442,12429,1,0.0,0.0,False
4245,2413,4,25520917,174.119.31.135,30,2022-04-14 20:49:31.530,0.0,0.0,6.5,4443,15808,1,0.0,0.0,False
4246,2413,4,25520917,174.119.31.135,30,2022-04-14 20:49:31.530,0.0,0.0,6.5,4444,12424,1,0.0,0.0,False
4247,2414,5,25523479,72.136.111.193,30,2022-04-14 23:39:16.390,27.98,31.62,31.62,4445,15798,2,15.81,13.99,True
4248,2415,5,25549532,99.255.21.145,30,2022-04-15 17:14:36.050,36.47,40.95,40.95,4446,15789,1,6.2,5.49,True
4249,2415,5,25549532,99.255.21.145,30,2022-04-15 17:14:36.050,36.47,40.95,40.95,4447,15788,1,16.94,14.99,True
4250,2415,5,25549532,99.255.21.145,30,2022-04-15 17:14:36.050,36.47,40.95,40.95,4448,15761,1,15.81,13.99,True
4251,2416,15,25552765,72.139.203.95,30,2022-04-15 18:36:33.017,22.73,25.68,25.68,4449,15690,1,13.27,11.74,True
4252,2416,15,25552765,72.139.203.95,30,2022-04-15 18:36:33.017,22.73,25.68,25.68,4450,15702,1,12.42,10.99,True
4253,2417,5,24842008,173.32.100.89,30,2022-04-15 21:48:30.930,76.44,86.38,86.38,4451,15778,2,8.76,7.75,True
4254,2417,5,24842008,173.32.100.89,30,2022-04-15 21:48:30.930,76.44,86.38,86.38,4452,15763,1,18.06,15.98,True
4255,2417,5,24842008,173.32.100.89,30,2022-04-15 21:48:30.930,76.44,86.38,86.38,4453,15774,1,18.62,16.48,True
4256,2417,5,24842008,173.32.100.89,30,2022-04-15 21:48:30.930,76.44,86.38,86.38,4454,15760,1,17.79,15.74,True
4257,2417,5,24842008,173.32.100.89,30,2022-04-15 21:48:30.930,76.44,86.38,86.38,4455,15760,1,14.4,12.74,True
4258,2418,15,25561165,147.194.92.51,30,2022-04-15 22:53:04.013,65.85,74.41,74.41,4456,15707,1,21.45,18.98,True
4259,2418,15,25561165,147.194.92.51,30,2022-04-15 22:53:04.013,65.85,74.41,74.41,4457,15709,1,25.98,22.99,True
4260,2418,15,25561165,147.194.92.51,30,2022-04-15 22:53:04.013,65.85,74.41,74.41,4458,15703,1,10.44,9.24,True
4261,2418,15,25561165,147.194.92.51,30,2022-04-15 22:53:04.013,65.85,74.41,74.41,4459,15741,1,16.54,14.64,True
4262,2419,15,25591680,142.113.236.71,30,2022-04-16 18:09:33.393,32.97,37.0,37.0,4460,15691,2,13.55,11.99,True
4263,2419,15,25591680,142.113.236.71,30,2022-04-16 18:09:33.393,32.97,37.0,37.0,4461,15682,1,7.9,6.99,True
4264,2420,5,2014040,66.11.160.211,30,2022-04-16 19:42:28.710,27.47,31.04,31.04,4462,15788,1,11.85,10.49,True
4265,2420,5,2014040,66.11.160.211,30,2022-04-16 19:42:28.710,27.47,31.04,31.04,4463,15763,1,11.29,9.99,True
4266,2420,5,2014040,66.11.160.211,30,2022-04-16 19:42:28.710,27.47,31.04,31.04,4464,15744,1,7.9,6.99,True
4267,2421,10,8975388,99.255.102.49,30,2022-04-17 21:10:40.203,20.0,22.6,22.6,4465,12270,10,2.26,2.0,True
